id,user,activity,x_mean,x_std,x_max,x_min,x_median,x_skew,x_kurtosis,x_mad,x_abs_dev,y_mean,y_std,y_max,y_min,y_median,y_skew,y_kurtosis,y_mad,y_abs_dev,z_mean,z_std,z_max,z_min,z_median,z_skew,z_kurtosis,z_mad,z_abs_dev,mag_mean,mag_std,mag_energy,mag_entropy,x_fft_mean,x_fft_std,x_fft_max,x_fft_peak_freq,y_fft_mean,y_fft_std,y_fft_max,y_fft_peak_freq,z_fft_mean,z_fft_std,z_fft_max,z_fft_peak_freq,xy_corr,xz_corr,yz_corr,x_peak_dist_mean,y_peak_dist_mean,z_peak_dist_mean
s_5480,u_21,Downstairs,0.4138,1.612,4.33,-5.6,0.59,-0.4905,0.526,1.1,1.293,9.66,2.43,17.2,4.25,9.41,0.7646,1.133,1.095,1.748,2.193,2.01,7.355,-3.146,2.262,-0.05304,-0.0735,1.226,1.58,10.234,2.469,17730.0,2.557,17.75,11.32,66.2,0.0,33.25,121.5,1545.0,0.0,22.4,30.22,350.8,0.0,-0.05304,-0.12085,0.08734,3.732,4.875,4.06
s_5481,u_21,Jogging,0.5283,4.94,12.07,-10.8,0.035,0.146,-0.725,4.016,4.25,7.77,9.31,19.56,-13.44,9.09,-0.388,-1.002,8.52,8.01,0.2037,8.79,17.62,-16.94,2.527,-0.3176,-1.049,6.438,7.625,14.75,5.6,39840.0,2.92,54.78,30.86,166.2,52.0,105.75,111.1,1243.0,0.0,94.06,59.25,273.8,30.0,0.2446,0.3982,0.55,3.559,4.75,4.53
s_5482,u_21,Walking,-0.8916,2.531,7.35,-6.78,-0.74,0.1897,0.59,1.67,1.966,10.03,4.76,19.08,0.11,9.71,-0.2008,-0.668,3.29,3.875,0.9487,4.508,16.17,-6.66,0.6333,0.9,1.103,3.045,3.525,11.336,4.83,24290.0,2.71,24.83,23.14,142.6,0.0,52.12,130.5,1605.0,0.0,41.38,41.03,247.6,15.0,0.02539,-0.1414,0.3716,6.082,4.37,5.066
s_5483,u_22,Standing,-1.766,0.658,-0.23,-4.25,-1.76,-0.373,0.734,0.44,0.5137,9.586,0.594,14.29,7.31,9.66,2.148,25.83,0.13,0.3025,2.04,0.957,4.4,0.76,1.82,0.4517,-1.101,0.805,0.8574,10.02,0.552,16130.0,1.337,7.88,22.48,282.5,0.0,16.36,120.3,1533.0,0.0,8.38,27.22,326.2,0.0,-0.1206,0.444,-0.2683,0.0,4.727,4.527
s_5484,u_22,Walking,2.883,5.133,18.7,-5.86,2.225,0.78,0.5776,3.45,4.0,10.055,4.363,18.58,1.42,10.02,0.05154,-0.7983,2.81,3.547,0.2009,3.768,11.8,-8.01,-0.5176,0.948,0.665,1.975,2.889,11.94,5.145,27040.0,2.654,44.28,59.88,461.0,0.0,49.28,129.5,1608.0,0.0,34.0,33.47,178.1,14.0,0.3438,0.714,0.1643,5.32,4.36,5.258
s_5485,u_22,Jogging,6.332,10.23,19.56,-15.94,6.87,-0.4045,-0.9404,8.59,8.73,8.07,8.92,19.56,-8.73,4.977,0.0712,-1.556,7.816,8.266,-0.2488,5.086,13.76,-8.2,-1.437,0.9644,0.2148,2.684,3.975,16.28,7.094,50460.0,2.885,109.6,105.5,1013.0,0.0,99.06,115.56,1291.0,0.0,58.06,27.89,143.0,49.0,0.3467,0.27,-0.0804,4.87,6.457,5.137
s_5486,u_22,Upstairs,0.6074,1.643,4.86,-6.93,0.55,-0.6514,3.838,0.85,1.171,8.64,3.598,16.94,0.69,9.13,-0.3567,-0.409,2.205,2.816,3.29,2.945,17.92,-2.111,2.684,1.654,4.793,1.532,2.123,9.92,3.422,17620.0,2.49,17.47,13.625,97.2,0.0,40.38,111.25,1382.0,0.0,32.9,45.12,526.0,0.0,0.006348,0.257,-0.1382,4.637,4.758,6.59
s_5487,u_22,Jogging,6.414,9.06,19.56,-13.95,7.664,-0.515,-0.541,6.42,7.37,6.656,8.35,19.56,-6.66,3.89,0.3481,-1.273,5.535,7.355,-0.04248,4.562,14.414,-9.234,-0.9126,0.719,0.1914,2.555,3.66,14.54,6.832,41300.0,2.863,98.94,99.6,1026.0,0.0,90.0,100.8,1065.0,0.0,50.8,27.42,137.9,61.0,0.384,0.1666,-0.01778,4.97,7.95,5.32
s_5488,u_22,Jogging,5.805,11.22,19.56,-16.31,7.21,-0.3354,-1.206,10.48,9.78,8.03,8.445,19.56,-9.96,5.25,0.0827,-1.388,6.52,7.66,-0.293,5.332,15.664,-13.52,-1.117,0.846,1.286,2.527,3.955,16.52,7.137,51800.0,2.865,118.75,106.9,929.0,0.0,92.5,114.75,1285.0,0.0,59.03,32.88,131.0,15.0,0.3137,0.1553,-0.1014,4.305,6.684,5.395
s_5489,u_22,Sitting,-0.8174,0.2,-0.08,-1.57,-0.76,-1.146,3.318,0.04,0.129,3.838,0.1192,4.29,3.64,3.79,1.478,1.993,0.04,0.09393,9.37,0.0759,9.47,9.08,9.38,-1.497,2.316,0.05,0.05646,10.16,0.03973,16510.0,2.307,2.727,10.29,130.8,0.0,4.824,48.3,614.0,0.0,10.06,118.06,1499.0,0.0,-0.2054,0.4055,-0.772,0.0,3.732,4.223
s_5490,u_22,Walking,3.193,5.15,18.16,-6.4,2.984,0.4424,0.0323,3.83,4.082,9.984,4.17,19.23,2.72,9.83,0.1473,-0.7837,3.4,3.447,0.2854,3.898,11.54,-7.504,-0.994,0.807,0.3972,1.968,3.105,12.07,4.832,27060.0,2.676,47.34,60.28,511.0,0.0,49.28,127.7,1598.0,0.0,37.2,32.56,202.0,14.0,0.2983,0.706,0.11316,4.844,4.457,5.57
s_5491,u_22,Jogging,5.934,9.89,19.53,-14.37,7.43,-0.3296,-1.026,7.93,8.53,6.98,8.92,19.56,-7.35,4.06,0.2067,-1.435,6.51,8.02,-0.2725,4.777,13.83,-8.43,-1.396,0.924,0.4521,2.602,3.715,15.445,6.77,45470.0,2.803,102.0,104.4,949.5,0.0,93.44,108.6,1117.0,0.0,52.66,29.83,141.9,14.0,0.28,0.2979,-0.0747,5.0,6.566,5.625
s_5492,u_22,Sitting,-4.516,0.1876,-3.68,-5.13,-4.52,0.5234,4.08,0.08,0.1276,3.254,0.0862,3.53,3.02,3.26,0.5254,0.00496,0.08,0.071,8.27,0.04456,8.39,8.16,8.28,-0.1705,0.11273,0.03,0.03348,9.98,0.0836,15920.0,2.152,6.074,56.84,722.5,0.0,4.117,40.97,520.5,0.0,8.75,104.3,1324.0,0.0,0.1716,0.2465,0.06104,0.0,5.0,3.725
s_5493,u_22,Standing,-1.567,0.3357,-0.91,-2.45,-1.53,-0.22,-0.308,0.22,0.2705,9.62,0.1516,9.96,9.08,9.62,-0.2495,0.2151,0.1,0.1217,2.273,0.258,2.98,1.54,2.26,-0.10767,0.4724,0.15,0.1962,10.016,0.136,16040.0,2.467,4.945,19.66,250.8,0.0,11.164,121.1,1538.0,0.0,4.72,28.55,363.8,0.0,0.6055,0.02585,0.02168,0.0,5.816,4.906
s_5494,u_22,Downstairs,4.562,2.93,15.64,-1.27,4.613,0.567,0.731,1.935,2.318,8.86,3.717,19.34,2.45,8.18,0.851,0.295,2.125,2.943,0.887,2.557,6.742,-4.59,0.8037,-0.01941,-0.536,1.743,2.064,10.555,4.2,20640.0,2.58,33.97,59.56,730.0,0.0,42.44,113.9,1417.0,0.0,26.36,21.83,142.0,0.0,0.491,0.4255,0.125,3.947,5.277,4.84
s_5495,u_22,Jogging,6.67,9.68,19.56,-14.75,7.25,-0.4736,-0.773,6.91,8.05,7.574,8.414,19.56,-7.78,4.953,0.2078,-1.403,6.32,7.543,-0.3787,4.78,12.98,-9.11,-1.185,0.8496,0.3105,2.533,3.713,15.516,6.97,46300.0,2.893,103.44,106.8,1068.0,0.0,88.06,112.94,1212.0,0.0,53.66,28.25,125.06,35.0,0.3945,0.3052,-0.05548,4.844,7.145,5.344
s_5496,u_22,Standing,-1.264,0.2778,-0.5,-2.14,-1.27,-0.3076,0.6133,0.15,0.2081,9.49,0.1333,9.89,9.15,9.51,-0.04633,-0.1133,0.08,0.1071,2.955,0.2502,3.57,2.22,2.936,-0.3247,0.075,0.195,0.2021,10.03,0.11786,16100.0,2.297,4.01,15.86,202.1,0.0,10.79,119.56,1519.0,0.0,5.25,37.16,472.8,0.0,0.7324,-0.2457,-0.1794,0.0,5.465,5.406
s_5497,u_22,Jogging,5.02,11.52,19.56,-17.86,6.15,-0.2952,-1.182,10.53,10.11,6.945,8.8,19.56,-10.23,4.23,0.2466,-1.375,6.184,7.85,0.1324,5.992,14.67,-9.58,-0.5176,0.5845,-0.2773,4.074,4.895,16.53,6.812,51140.0,2.822,119.06,105.44,803.0,0.0,90.9,108.9,1111.0,0.0,67.56,34.38,153.5,12.0,0.242,0.4446,0.03146,4.44,6.39,4.605
s_5498,u_22,Sitting,-1.818,0.2057,-0.38,-2.72,-1.8,1.26,16.31,0.08,0.1252,2.992,0.2673,5.83,2.15,2.98,7.047,77.56,0.04,0.0961,9.516,0.095,9.89,8.85,9.51,-2.432,19.16,0.02,0.04633,10.15,0.10925,16480.0,1.487,4.08,22.78,290.8,0.0,6.105,37.53,479.0,0.0,10.586,119.94,1523.0,0.0,0.501,-0.5273,-0.3926,0.0,5.137,5.0
s_5499,u_22,Downstairs,-0.425,2.32,7.06,-6.97,-0.06,-0.1544,0.0811,1.55,1.86,9.28,4.535,19.56,-1.46,8.35,0.4934,-0.2356,2.26,3.564,3.088,3.86,13.336,-5.668,3.105,0.1302,-0.28,2.662,3.13,10.64,4.844,21860.0,2.744,24.64,16.83,94.5,14.0,50.94,120.3,1485.0,0.0,39.97,48.06,494.0,0.0,0.06287,0.1578,0.474,5.395,4.87,4.426
s_5500,u_22,Jogging,5.2,10.14,19.56,-14.82,5.887,-0.2367,-0.996,7.215,8.56,6.707,8.76,19.56,-6.24,3.68,0.4004,-1.377,6.51,7.8,-0.744,4.414,10.99,-10.23,-1.335,0.391,-0.0946,3.045,3.549,14.914,7.004,43460.0,2.79,104.56,99.3,832.0,0.0,94.06,103.0,1073.0,0.0,50.1,26.44,119.1,0.0,0.317,0.285,0.1752,4.688,7.45,4.812
s_5501,u_22,Sitting,-0.875,0.0503,-0.76,-1.04,-0.89,-0.1373,0.2964,0.05,0.0414,3.766,0.03656,3.87,3.68,3.76,-0.1274,0.3591,0.03,0.02791,9.39,0.03986,9.47,9.28,9.38,-0.1461,-0.2598,0.04,0.03104,10.15,0.03387,16500.0,2.58,1.374,11.0,140.0,0.0,4.15,47.47,602.5,0.0,9.82,118.3,1502.0,0.0,-0.3818,0.3406,-0.3464,0.0,6.457,5.555
s_5502,u_22,Jogging,6.863,9.45,19.56,-13.29,8.24,-0.436,-0.8745,7.08,7.984,6.734,8.4,19.56,-7.21,4.04,0.2698,-1.227,5.824,7.32,-0.10583,4.496,13.14,-7.926,-0.994,0.7886,0.2203,2.914,3.63,14.96,6.984,43620.0,2.87,102.4,106.56,1098.0,0.0,89.75,102.4,1077.0,0.0,50.03,27.03,136.9,60.0,0.4324,0.2086,0.01874,4.97,6.773,4.812
s_5503,u_22,Sitting,-3.248,0.7764,-0.34,-4.4,-3.57,0.7817,-0.1664,0.45,0.674,3.389,0.558,5.71,2.03,3.26,1.921,4.617,0.19,0.3677,8.805,0.388,9.66,6.4,8.69,-1.226,7.695,0.19,0.299,10.03,0.1982,16100.0,1.538,8.87,41.3,520.0,0.0,7.586,42.75,542.0,0.0,12.45,110.75,1409.0,0.0,0.377,0.4338,-0.4338,0.0,8.25,4.543
s_5505,u_22,Walking,2.928,4.79,18.31,-5.56,2.53,0.624,0.5396,3.44,3.777,9.836,4.145,18.7,1.42,9.766,0.1498,-0.6396,3.03,3.342,0.2242,3.54,13.375,-6.277,-0.824,1.291,2.04,1.478,2.633,11.625,4.793,25280.0,2.55,41.72,57.44,468.5,0.0,46.6,126.75,1574.0,0.0,29.86,33.47,195.4,14.0,0.3188,0.708,0.147,4.223,4.547,6.523
s_5506,u_22,Walking,-3.2,4.266,8.35,-9.81,-3.064,0.1803,-0.7334,3.635,3.629,10.02,4.92,19.31,0.72,10.97,-0.2512,-1.217,3.75,4.375,0.119,4.703,16.47,-8.54,-0.9536,1.144,1.446,2.684,3.584,12.33,4.832,28030.0,2.613,40.97,53.56,511.8,0.0,56.22,129.6,1604.0,0.0,45.44,38.4,196.4,15.0,0.139,0.693,0.3545,8.0,5.0,5.465
s_5507,u_22,Walking,3.053,5.324,18.2,-8.24,2.6,0.546,0.53,4.06,4.16,9.87,4.594,18.77,0.57,9.66,0.1433,-0.8853,3.36,3.807,0.1888,3.838,12.3,-7.656,-0.742,1.034,0.9053,1.954,2.924,11.98,5.254,27360.0,2.645,48.28,60.78,488.2,0.0,52.06,127.5,1579.0,0.0,33.56,35.2,223.8,14.0,0.4102,0.7285,0.1843,4.72,4.258,5.81
s_5508,u_22,Sitting,0.07434,0.389,0.95,-0.46,-0.11,0.5825,-1.07,0.23,0.3462,4.074,0.3882,4.9,3.53,3.95,0.3076,-1.286,0.31,0.3467,9.195,0.249,9.51,8.69,9.28,-0.3513,-1.378,0.19,0.228,10.08,0.0794,16260.0,2.82,2.281,4.46,30.39,1.0,5.92,51.44,652.0,0.0,10.664,115.9,1472.0,0.0,0.956,-0.9683,-0.965,6.082,9.125,8.1
s_5509,u_22,Jogging,6.703,10.016,19.56,-13.87,6.703,-0.361,-1.017,9.01,8.625,7.02,8.46,19.56,-7.89,4.65,0.2742,-1.323,6.375,7.484,0.3125,5.26,14.33,-9.47,-0.783,0.561,-0.1361,3.125,4.312,15.62,7.07,47040.0,2.89,105.0,110.5,1073.0,0.0,94.3,102.25,1123.0,0.0,57.38,33.94,179.2,12.0,0.36,0.324,-0.003057,5.395,6.523,4.965
s_5510,u_22,Walking,2.994,4.855,17.97,-5.56,2.545,0.7104,0.6685,3.465,3.871,9.734,4.195,18.28,1.04,9.85,0.08215,-0.7744,3.34,3.443,0.284,3.475,11.305,-6.17,-0.4836,1.076,1.149,1.777,2.648,11.586,4.793,25140.0,2.592,45.1,56.34,479.0,0.0,51.44,123.9,1558.0,0.0,32.1,30.25,172.4,15.0,0.2935,0.703,0.1019,4.637,4.53,5.76
s_5511,u_22,Walking,-3.281,4.652,8.66,-11.54,-3.16,0.2097,-0.547,3.484,3.912,11.24,3.908,18.84,0.57,12.77,-0.578,-0.5854,2.506,3.398,-0.1436,4.758,14.67,-7.504,-1.417,1.154,1.298,2.766,3.602,13.4,4.156,31470.0,2.637,46.0,55.44,525.0,0.0,51.16,141.6,1799.0,0.0,46.62,38.12,177.2,22.0,0.03009,0.746,0.1593,7.58,6.59,6.043
s_5512,u_22,Walking,2.787,5.047,17.88,-6.74,2.3,0.674,0.3108,3.49,3.922,9.76,4.848,18.81,0.31,9.91,0.013306,-0.9663,3.814,4.09,0.365,3.88,12.37,-8.85,-0.252,0.8,0.6133,2.262,2.979,11.766,5.36,26750.0,2.664,41.53,59.97,446.0,0.0,50.8,128.1,1562.0,0.0,34.9,34.84,160.9,15.0,0.2769,0.7007,0.1328,4.516,4.4,5.703
s_5513,u_22,Sitting,-3.543,0.2952,-2.83,-4.33,-3.49,-0.6655,-0.1003,0.15,0.2325,3.816,0.4177,4.48,2.56,3.95,-1.278,0.68,0.15,0.323,8.516,0.0913,8.89,8.31,8.5,1.004,1.507,0.04,0.06946,10.0,0.0765,15990.0,2.07,5.594,44.62,567.0,0.0,6.344,48.16,610.5,0.0,9.484,107.3,1363.0,0.0,0.8457,-0.4287,-0.5874,0.0,4.207,4.84
s_5514,u_22,Standing,-1.285,0.2678,-0.38,-1.92,-1.31,0.603,1.092,0.15,0.2024,9.48,0.1268,9.77,8.96,9.49,-0.667,1.797,0.06,0.0958,3.01,0.2422,3.91,2.34,2.98,0.3997,0.852,0.15,0.1869,10.03,0.1252,16100.0,2.527,3.746,16.17,205.6,0.0,10.805,119.4,1516.0,0.0,5.312,37.8,481.5,0.0,0.488,-0.11554,-0.09845,0.0,4.37,5.88
s_5515,u_22,Sitting,-1.757,0.3909,-0.57,-2.18,-1.88,1.674,1.772,0.12,0.2744,3.055,0.3474,4.18,2.72,2.91,1.929,2.387,0.07,0.2434,9.49,0.07336,9.62,9.15,9.51,-1.697,4.453,0.02,0.05234,10.14,0.04453,16460.0,2.541,3.924,22.42,281.0,0.0,4.9,38.6,489.0,0.0,10.13,119.7,1519.0,0.0,0.9106,-0.587,-0.7456,0.0,11.29,4.695
s_5516,u_22,Walking,-2.201,4.195,8.43,-11.18,-1.975,-0.0828,-0.3027,2.654,3.436,10.195,4.652,19.42,0.61,10.34,-0.319,-0.752,3.436,3.908,0.7607,5.2,17.16,-7.082,-0.7217,1.193,1.616,2.982,3.914,12.23,5.1,28100.0,2.717,36.62,47.44,352.2,0.0,54.53,130.9,1631.0,0.0,47.47,46.5,203.9,22.0,0.1339,0.646,0.2864,8.555,5.133,4.812
s_5517,u_22,Walking,3.043,4.945,18.66,-6.24,2.775,0.6836,0.9053,3.545,3.848,9.836,4.363,18.84,1.73,9.66,0.1122,-0.8535,3.15,3.635,0.1301,3.535,11.34,-6.55,-0.8647,1.102,0.9766,1.839,2.713,11.74,4.914,25920.0,2.629,47.16,56.3,487.0,0.0,51.25,126.06,1573.0,0.0,32.75,30.47,203.1,14.0,0.309,0.7144,0.08356,5.0,4.78,6.637
s_5518,u_22,Jogging,6.0,9.914,19.53,-14.29,7.26,-0.33,-1.109,8.76,8.445,7.492,8.55,19.56,-7.31,5.56,0.1725,-1.4375,6.83,7.684,-0.0724,4.9,16.36,-11.8,-0.8037,0.76,1.232,2.41,3.678,15.44,7.01,45980.0,2.889,96.44,110.4,960.0,0.0,87.4,114.2,1199.0,0.0,53.22,31.73,152.4,5.0,0.2847,0.2458,-0.0408,4.53,6.684,5.703
s_5519,u_22,Downstairs,-0.355,2.568,7.06,-7.46,-0.3,-0.2588,0.4526,1.535,1.967,9.39,4.594,19.56,-0.84,8.42,0.3044,-0.5,2.756,3.686,3.035,3.809,13.21,-7.777,3.275,-0.02869,-0.0881,2.41,3.09,10.76,4.89,22350.0,2.818,27.31,18.16,96.0,7.0,52.1,121.5,1502.0,0.0,43.22,43.9,485.5,0.0,0.06775,0.1324,0.4368,5.54,5.242,4.457
s_5520,u_22,Upstairs,1.32,2.055,9.89,-5.98,1.16,0.4846,4.83,1.08,1.39,9.27,3.97,17.73,-1.76,9.83,-0.6475,0.161,2.32,3.004,2.139,2.605,13.63,-3.064,1.839,1.106,3.45,1.226,1.859,10.23,3.809,19060.0,2.557,23.61,19.9,211.2,0.0,43.97,119.8,1484.0,0.0,27.98,32.2,342.0,0.0,0.2722,0.2913,-0.006847,5.535,6.207,6.715
s_5521,u_22,Sitting,-2.371,1.169,1.88,-3.95,-2.87,1.933,2.88,0.17,0.8545,3.037,0.578,4.79,0.27,3.06,-1.185,5.938,0.1,0.3247,9.23,0.33,10.8,7.97,9.15,1.492,5.84,0.07,0.2158,10.08,0.3257,16280.0,1.562,10.37,31.8,379.5,0.0,8.31,38.22,485.8,0.0,12.78,116.06,1476.0,0.0,0.07404,0.09393,-0.319,4.5,4.47,6.13
s_5522,u_22,Standing,-1.305,0.1819,-0.89,-1.92,-1.31,-0.2009,0.675,0.11,0.1406,9.56,0.1068,9.81,9.0,9.53,-1.027,4.902,0.05,0.079,2.701,0.2666,3.38,1.88,2.72,-0.454,0.5474,0.15,0.2019,10.02,0.10657,16080.0,1.998,3.062,16.39,208.9,0.0,10.68,120.44,1530.0,0.0,4.895,34.0,432.2,0.0,0.3274,-0.1198,-0.263,0.0,5.77,5.63
s_5523,u_22,Jogging,5.145,10.76,19.56,-16.23,7.25,-0.2542,-1.162,9.78,9.38,7.023,8.586,19.56,-8.12,4.04,0.2142,-1.405,6.76,7.785,-0.5737,4.945,11.49,-10.92,-1.648,0.4587,-0.1293,3.105,3.941,15.77,6.41,46400.0,2.816,107.75,105.56,823.0,0.0,95.0,103.25,1124.0,0.0,56.56,27.72,198.5,12.0,0.1858,0.2507,0.02025,5.035,7.332,5.617
s_5525,u_22,Standing,-1.123,0.2915,-0.46,-1.92,-1.14,0.1603,-0.5186,0.23,0.2473,9.484,0.137,9.89,9.08,9.47,0.2603,0.2808,0.09,0.10767,2.967,0.299,3.64,2.15,3.04,-0.497,-0.2333,0.17,0.2477,10.016,0.0979,16040.0,2.28,3.62,14.22,179.6,0.0,10.72,119.56,1518.0,0.0,5.2,37.38,474.8,0.0,0.6978,-0.617,-0.605,0.0,6.695,6.477
s_5526,u_22,Jogging,5.363,10.67,19.56,-14.33,5.996,-0.2289,-1.22,10.13,9.25,7.04,8.45,19.56,-8.01,4.27,0.2898,-1.32,5.42,7.516,-0.02519,4.8,16.36,-11.8,-0.79,0.9653,2.014,2.145,3.494,15.32,7.215,45900.0,2.793,106.1,107.6,858.5,0.0,91.2,105.1,1126.0,0.0,50.9,33.06,172.8,5.0,0.307,0.3145,0.0367,4.605,7.4,6.332
s_5527,u_22,Sitting,-4.516,0.1664,-4.1,-5.01,-4.54,0.0196,-0.5005,0.13,0.1382,3.582,0.3093,4.02,2.3,3.57,-0.9204,1.998,0.19,0.243,8.14,0.10016,8.69,7.93,8.12,2.264,9.16,0.04,0.06573,9.984,0.08856,15950.0,1.855,5.887,56.88,722.5,0.0,5.83,45.1,573.0,0.0,9.23,102.6,1303.0,0.0,0.601,-0.1143,-0.4287,0.0,6.527,4.188
s_5528,u_22,Jogging,5.8,11.33,19.53,-14.63,6.34,-0.2003,-1.455,11.57,10.18,7.707,8.83,19.56,-7.82,4.67,0.1866,-1.58,7.023,8.18,-0.1766,5.598,15.94,-10.95,-1.26,0.882,0.623,3.023,4.258,16.69,7.22,52900.0,2.781,118.4,109.06,928.5,0.0,97.94,111.25,1233.0,0.0,62.94,32.53,159.0,35.0,0.2676,0.3945,-0.05646,4.758,6.477,5.215
s_5529,u_22,Jogging,5.56,9.63,19.56,-14.6,6.016,-0.293,-0.872,7.023,8.03,7.086,8.625,19.56,-6.78,5.22,0.19,-1.426,7.07,7.742,0.2466,4.24,13.25,-7.97,-0.538,1.002,1.149,2.355,3.225,14.75,6.973,42600.0,2.828,101.4,97.5,889.5,0.0,95.9,103.6,1134.0,0.0,47.97,24.16,110.6,5.0,0.367,0.3262,0.1543,4.4,6.61,4.97
s_5530,u_22,Standing,-1.11,0.415,-0.34,-2.26,-1.08,-0.4536,-0.3467,0.28,0.3362,9.53,0.1837,10.27,9.11,9.53,0.101,0.5503,0.13,0.1476,2.86,0.2384,3.45,2.15,2.87,-0.2047,-0.05545,0.15,0.1932,10.02,0.1425,16090.0,2.166,4.496,14.31,177.8,0.0,11.266,120.06,1525.0,0.0,5.07,35.94,457.2,0.0,0.7593,-0.512,-0.3289,0.0,5.445,4.484
s_5531,u_22,Sitting,-2.588,0.138,-2.07,-3.06,-2.6,0.8145,2.217,0.08,0.1012,3.115,0.1348,3.49,2.6,3.15,-1.123,2.902,0.04,0.0926,9.234,0.08514,9.53,9.04,9.23,0.7837,1.175,0.05,0.0651,10.086,0.06726,16280.0,2.268,3.926,32.53,414.0,0.0,4.43,39.2,498.5,0.0,10.12,116.44,1478.0,0.0,0.0834,0.2637,-0.4502,0.0,4.5,4.11
s_5532,u_22,Sitting,-4.05,0.656,-1.69,-6.09,-4.23,0.3235,1.39,0.44,0.5283,3.385,0.5635,5.01,1.99,3.38,-0.01772,-0.4143,0.48,0.4739,8.445,0.2032,9.34,7.55,8.47,-0.3066,4.445,0.11,0.144,10.0,0.2318,16000.0,1.808,9.07,51.12,648.0,0.0,7.55,42.75,541.5,0.0,10.67,106.3,1351.0,0.0,0.7456,0.1102,0.0867,0.0,7.8,4.312
s_5533,u_22,Upstairs,1.867,1.728,8.92,-3.64,1.46,0.761,2.057,0.995,1.321,9.0,3.973,17.12,0.0,9.15,-0.2993,-0.3035,2.494,3.062,2.088,2.986,16.28,-3.719,1.607,1.669,4.74,1.158,1.933,10.03,3.994,18640.0,2.658,20.89,24.48,298.8,0.0,44.12,116.3,1440.0,0.0,34.7,30.34,334.0,0.0,0.311,-0.01666,0.01848,5.344,6.04,6.25
s_5534,u_22,Downstairs,-0.6616,2.457,5.48,-9.28,-0.46,-0.652,1.499,1.285,1.806,9.32,4.234,19.53,-0.34,8.75,0.36,-0.0688,2.49,3.31,2.72,3.57,17.05,-5.598,2.24,0.553,1.203,2.41,2.828,10.51,4.59,21040.0,2.607,27.16,17.3,105.9,0.0,50.3,119.3,1492.0,0.0,40.78,39.5,435.2,0.0,-0.0718,0.014084,0.4553,6.24,4.9,4.758
s_5535,u_22,Downstairs,3.074,2.709,11.73,-2.37,2.68,0.7827,0.4219,1.57,2.102,9.12,4.168,19.16,1.46,8.06,0.507,-0.433,2.586,3.434,2.348,2.912,9.38,-3.977,2.37,0.23,-0.3826,2.016,2.363,10.516,4.54,21000.0,2.818,31.6,41.06,491.8,0.0,49.12,116.9,1458.0,0.0,32.2,34.66,375.8,0.0,0.3457,0.1924,0.2886,4.617,6.0,4.605
s_5536,u_22,Walking,-1.986,4.1,8.96,-11.5,-2.03,0.1658,-0.3418,2.97,3.314,9.87,4.656,19.53,0.5,10.23,-0.3154,-0.87,3.53,3.9,0.8887,4.293,13.67,-6.973,0.1294,0.8955,0.863,2.03,3.217,11.68,4.746,25440.0,2.748,34.84,45.9,317.8,0.0,50.25,128.5,1578.0,0.0,39.16,39.3,209.8,14.0,0.1733,0.559,0.3245,6.0,4.164,4.168
s_5537,u_22,Jogging,7.04,9.125,19.56,-14.98,7.4,-0.564,-0.467,6.266,7.383,7.41,8.914,19.56,-7.4,5.03,0.1418,-1.52,7.86,8.09,-0.262,4.152,14.56,-7.777,-1.267,0.97,0.636,2.383,3.227,15.39,6.906,45540.0,2.863,100.94,105.2,1126.0,0.0,94.5,112.1,1185.0,0.0,45.53,26.39,128.6,12.0,0.3633,0.253,-0.0827,4.727,7.285,6.04
s_5538,u_22,Sitting,-4.617,0.1418,-4.02,-5.13,-4.63,0.0177,2.992,0.07,0.0995,3.525,0.1324,3.99,3.06,3.53,-0.584,3.627,0.04,0.0863,8.11,0.0726,8.39,7.89,8.12,0.4336,3.3,0.04,0.05106,9.98,0.05142,15920.0,2.291,5.965,58.16,739.0,0.0,4.703,44.38,564.0,0.0,8.85,102.1,1297.0,0.0,0.06223,0.6255,-0.3806,0.0,4.617,3.824
s_5539,u_22,Sitting,-1.973,0.5283,-0.91,-2.79,-2.3,0.626,-1.131,0.21,0.465,3.613,0.4573,4.37,2.83,3.34,0.3372,-1.483,0.23,0.4263,9.22,0.073,9.43,9.04,9.23,-0.1048,-0.4153,0.05,0.06024,10.125,0.05246,16400.0,2.496,4.633,25.42,315.8,0.0,5.97,45.7,578.0,0.0,9.83,116.25,1475.0,0.0,0.943,-0.817,-0.852,0.0,3.812,5.0
s_5540,u_22,Sitting,-4.418,0.2177,-3.91,-5.09,-4.37,-0.615,0.04166,0.135,0.1741,3.51,0.3076,4.06,2.91,3.6,-0.4312,-0.943,0.19,0.26,8.22,0.07166,8.39,7.93,8.24,-0.6465,0.8584,0.04,0.0575,9.98,0.0675,15930.0,1.965,6.1,55.6,706.5,0.0,5.543,44.22,561.5,0.0,8.96,103.6,1315.0,0.0,0.8486,-0.3718,-0.502,0.0,7.066,4.53
s_5541,u_22,Downstairs,4.516,2.576,12.87,-0.89,4.33,0.616,0.72,1.61,1.994,9.03,3.332,18.23,2.49,8.64,0.4985,-0.1941,2.336,2.695,0.6753,2.389,6.36,-5.055,0.552,0.1897,-0.412,1.607,1.955,10.59,3.7,20140.0,2.697,31.84,57.53,722.5,0.0,40.88,114.75,1445.0,0.0,24.69,19.4,113.25,20.0,0.4045,0.4128,0.02916,4.44,6.12,4.812
